balance,lw_rev_total,lw_rev_phase,leaderboard_position_chems_all,leaderboard_position_chems_week,leaderboard_position_police_all,leaderboard_position_police_week,mcmmo_power_level,mcmmo_skill_ACROBATICS,mcmmo_skill_ALCHEMY,mcmmo_skill_ARCHERY,mcmmo_skill_AXES,mcmmo_skill_CROSSBOWS,mcmmo_skill_EXCAVATION,mcmmo_skill_FISHING,mcmmo_skill_HERBALISM,mcmmo_skill_MACES,mcmmo_skill_MINING,mcmmo_skill_REPAIR,mcmmo_skill_SALVAGE,mcmmo_skill_SMELTING,mcmmo_skill_SWORDS,mcmmo_skill_TAMING,mcmmo_skill_TRIDENTS,mcmmo_skill_UNARMED,mcmmo_skill_WOODCUTTING,chemrank,policerank,donorrank,goldrank,current_month_votes,plan_player_time_total_raw,plan_player_time_month_raw,plan_player_time_week_raw,plan_player_time_day_raw,plan_player_time_afk_raw,plan_player_latest_session_length_raw,plan_player_favorite_server,plan_player_lastseen,plan_player_sessions_count
57059717.92,6096676.475,1990485.15,18,14,0,0,7325, 45, 0, 0, 15, 0, 384, 344, 4212, 0, 1998, 202, 273, 1100, 118, 0, 0, 0, 7,36,0,1,1,20,3078372959,703542277,356844529,111762143,1776506369,11527757,Underworld-A,90720,2972
47158901.84,2934027.675,2237707.675,50,20,0,0,9255, 834, 0, 115, 227, 0, 573, 737, 2884, 506, 1981, 388, 562, 1184, 724, 0, 0, 34, 252,66,0,5,1,27,8233092556,2520487829,585886728,81829883,7645424033,70503,Underworld-B,100440,2945
39562297.44,9809796.575,2303884.775,17,11,5,0,11859, 1520, 857, 112, 11, 0, 283, 159, 6409, 26, 1178, 109, 134, 643, 994, 0, 0, 1, 200,143,0,4,0,7,2047098788,125029066,9464792,0,680623867,719219,Underworld-B,421140,2290
33657225.13,54686.0,44012.0,321,0,0,0,2329, 137, 0, 118, 22, 0, 406, 135, 1093, 0, 296, 20, 77, 158, 13, 0, 0, 0, 89,9,0,5,0,0,5765516306,2088627217,512274103,82067732,5113343930,145449,Town,102600,1439
31461356.25,1658380.0,623157.0,47,0,0,0,10354, 766, 316, 255, 5, 0, 955, 953, 3509, 92, 1486, 1057, 1005, 1271, 722, 3, 0, 2, 233,66,0,5,1,7,3330708434,5328984,2886956,0,2548162290,200185,Underworld-B,380160,2851
31266511.58,6919023.225,4658636.225,8,0,0,0,10810, 108, 0, 52, 1, 0, 608, 925, 7271, 0, 975, 79, 502, 527, 498, 0, 0, 2, 291,143,0,4,1,0,5502441988,1383202913,2860569,0,4113875404,58103,Underworld-B,384660,5521
29815908.17,977228.0,208747.0,95,0,0,0,994, 11, 0, 0, 4, 0, 35, 0, 389, 0, 555, 0, 0, 277, 0, 0, 0, 0, 0,13,0,0,0,0,4365482200,248777810,0,0,4083801147,19289533,Underworld-A,1593908,1246
29903088.55,0.0,0.0,218,0,0,0,954, 296, 65, 0, 10, 0, 24, 0, 44, 0, 495, 0, 0, 247, 4, 14, 0, 2, 0,5,0,5,0,0,7408504328,2130118603,508139580,71126726,7302963283,42773921,Underworld-A,119520,569
29397679.08,9669144.433,6485689.433,94,0,0,0,4996, 761, 0, 339, 322, 0, 186, 746, 784, 0, 876, 321, 533, 598, 553, 0, 0, 34, 74,26,0,3,0,0,1047696681,0,0,0,281891956,442699,Town,3370088,852
29337363.59,269889.0,149768.0,53,0,27,0,9777, 973, 1212, 517, 203, 36, 319, 548, 2843, 0, 740, 736, 642, 738, 975, 75, 29, 69, 502,13,0,5,0,0,1944320963,1182078,0,0,915835228,372306,Underworld-B,787208,3251
26980313.88,2698591.3,1021452.85,52,0,0,0,5357, 287, 0, 111, 23, 0, 159, 406, 3030, 0, 852, 0, 203, 426, 471, 0, 0, 1, 17,41,0,3,1,0,1438989107,108584087,5874240,0,632006548,89533,Underworld-A,482408,1875
19220023.56,11477040.311,6376847.436,79,0,0,0,6029, 1436, 0, 202, 463, 0, 334, 603, 555, 0, 1019, 34, 318, 526, 1345, 0, 0, 17, 21,26,0,2,1,27,915513115,130703705,438988,368061,473807969,317449,Spawn,113400,736
17785736.79,6600.0,0.0,30,0,28,0,5476, 114, 0, 0, 0, 0, 78, 69, 4148, 0, 1034, 16, 42, 525, 16, 0, 0, 1, 0,143,0,1,0,0,2086073023,749805631,89011763,0,1364069006,313397,Underworld-A,383160,3067
17759065.79,2551720.15,520120.0,19,0,0,0,10895, 175, 0, 0, 0, 0, 184, 0, 8709, 0, 1687, 123, 61, 905, 17, 0, 0, 0, 0,143,0,5,1,0,7637509512,1973885110,577666250,72557948,6695110537,5827395,Underworld-B,115920,3907
16160098.35,17147635.025,6642656.075,4,0,0,0,14375, 478, 0, 0, 1, 0, 153, 145, 12552, 0, 279, 86, 115, 182, 14, 0, 0, 666, 1,143,0,5,0,0,3391813017,718341296,0,0,1345698921,9124908,Underworld-B,1162208,3863
15086381.71,0.0,0.0,0,0,0,0,651, 213, 0, 0, 0, 0, 1, 0, 0, 0, 437, 0, 0, 218, 0, 0, 0, 0, 0,5,0,0,0,0,19510389,0,0,0,227677,25125,Underworld-A,4766408,32
14962849.41,2790898.0,2564794.0,102,0,0,0,277, 1, 0, 0, 0, 0, 0, 254, 12, 0, 0, 0, 127, 0, 8, 0, 0, 0, 2,13,0,4,0,0,96604934,10314877,591291,0,4521856,434838,Spawn,570908,65
16811608.72,985612.0,386523.0,592,0,32,0,6140, 696, 13, 182, 6, 0, 906, 877, 89, 0, 1214, 262, 569, 738, 1594, 0, 0, 101, 200,0,0,5,1,20,697203309,599947854,238272555,25174108,241138156,14398,Town,83520,537
10652386.97,5881501.875,2059666.275,13,0,0,0,9751, 1052, 362, 141, 155, 0, 346, 771, 4205, 0, 1205, 402, 586, 803, 854, 0, 0, 233, 25,143,0,3,0,0,3020933278,452764239,62101390,0,1409555882,227150,Underworld-B,415200,2433
12842175.06,3900169.25,752750.0,51,61,0,0,5028, 312, 236, 0, 2, 0, 762, 148, 2401, 0, 673, 177, 162, 425, 171, 0, 0, 0, 146,28,0,5,0,0,2530808547,515301587,10053577,2164360,1918180558,1331734,Underworld-A,142020,2684
11765595.6,5816102.5,2490993.625,46,50,0,0,6356, 328, 314, 0, 76, 0, 552, 270, 2706, 0, 1397, 25, 147, 711, 591, 0, 0, 1, 96,89,0,4,1,28,3348987772,831608734,209818047,11810544,1786118458,6456587,Underworld-B,93900,2626
11629070.72,128021.0,0.0,226,0,0,0,1812, 50, 10, 0, 0, 0, 4, 0, 1046, 0, 701, 0, 0, 350, 0, 1, 0, 0, 0,26,0,5,1,0,299600438,4704388,0,0,159255953,1067604,Underworld-B,1798808,352
11392594.89,2510304.0,490058.0,554,0,50,0,38, 5, 0, 0, 0, 0, 0, 0, 0, 0, 28, 0, 0, 14, 5, 0, 0, 0, 0,11,0,5,1,21,474067432,70262854,17403503,0,438064908,1444361,Spawn,373980,205
3567333.77,2348617.0,321272.0,121,40,0,0,6689, 1507, 556, 208, 955, 0, 208, 556, 191, 0, 1081, 244, 400, 662, 708, 0, 0, 361, 114,22,0,5,0,18,711347831,436830542,213104366,18456305,209342496,3242927,Town,109080,959
8204201.57,0.0,0.0,106,23,0,0,1332, 147, 0, 0, 0, 0, 76, 233, 263, 0, 295, 50, 141, 172, 268, 0, 0, 0, 0,9,0,0,1,34,628186244,628186244,471140827,69305519,414591711,618452,Underworld-A,98160,510
9394138.07,22178170.05,6448996.625,32,18,59,0,7939, 819, 43, 153, 0, 0, 57, 1282, 3812, 138, 634, 0, 641, 317, 999, 0, 0, 0, 2,135,0,4,1,28,870936120,207359978,53968441,4106552,149138587,3928887,Spawn,93000,2343
8794108.22,8298585.0,3000537.0,113,0,0,0,3680, 258, 0, 69, 130, 0, 350, 389, 714, 0, 1381, 12, 200, 696, 202, 0, 0, 1, 174,9,0,3,1,28,2276209084,608004567,155060279,28219291,1421111242,18871521,Underworld-B,95880,2090
8637941.53,9963307.475,3939375.225,21,0,6,0,11936, 1732, 0, 46, 17, 0, 381, 1164, 4820, 735, 2005, 54, 609, 1029, 791, 0, 0, 1, 190,143,143,4,1,0,3480208830,317734304,34191744,6774865,1446623506,6774865,Underworld-B,168300,4675
8149339.92,681072.0,468973.0,107,0,62,0,6201, 256, 1353, 1, 5, 0, 273, 108, 2852, 0, 1170, 112, 110, 641, 55, 0, 0, 0, 16,23,0,5,1,0,1178631626,1764831,304159,154727,886077108,154727,Underworld-A,162180,959
7968184.82,38100202.366,12757145.611,10,0,0,0,7941, 1162, 0, 104, 24, 0, 393, 1264, 2241, 286, 1501, 65, 664, 783, 899, 0, 1, 1, 0,143,0,4,1,0,2053369057,4537237,0,0,702798923,839584,Underworld-B,893948,2708
7781265.13,3050301.25,0.0,70,0,0,0,3845, 242, 21, 0, 117, 0, 170, 296, 1885, 0, 785, 104, 200, 444, 190, 0, 0, 0, 35,14,0,0,0,0,861987259,0,0,0,184213018,10444274,Underworld-B,3894548,1087
16288656.17,3422563.95,1699438.95,34,10,52,0,8372, 726, 397, 1, 25, 0, 304, 282, 4083, 38, 1700, 59, 170, 879, 720, 0, 0, 2, 35,131,0,4,0,21,6511942654,1497378497,303786525,62662406,5616507739,14436,Underworld-A,84060,4900
7550834.15,2145076.375,130369.0,96,0,31,0,7369, 947, 1008, 21, 8, 0, 73, 171, 3722, 481, 221, 134, 152, 177, 580, 1, 0, 0, 2,20,0,3,1,0,913267403,628964,628964,0,250386656,34411,Underworld-B,387960,1264
7622909.98,0.0,0.0,78,0,0,0,6008, 913, 0, 0, 0, 0, 189, 307, 2437, 0, 1289, 188, 247, 738, 576, 0, 0, 10, 99,39,0,4,0,0,1695340955,0,0,0,1110627998,95765,Underworld-A,4877408,1654
6656401.23,1449891.0,229672.0,0,0,8,0,2119, 10, 0, 4, 0, 0, 68, 36, 72, 0, 1225, 435, 235, 830, 269, 0, 0, 0, 0,0,0,5,1,0,423693019,42433725,0,0,155086603,42433725,Spawn,2261948,204
6595845.84,4743654.0,2136740.0,49,45,0,0,5904, 121, 0, 88, 158, 0, 197, 791, 1928, 0, 1761, 531, 661, 1146, 259, 0, 0, 6, 64,78,0,1,1,7,1018750908,571755420,110267164,0,70440516,3077539,Underworld-B,392520,2792
6641003.55,0.0,0.0,500,0,0,0,117, 23, 0, 0, 9, 0, 0, 0, 48, 0, 2, 0, 0, 1, 34, 0, 0, 0, 1,3,0,3,0,0,15579936,0,0,0,6014081,7619368,Underworld-B,5089328,23
6452403.87,1356266.0,180255.0,62,0,54,0,8199, 1191, 72, 114, 128, 0, 951, 75, 3576, 0, 1428, 53, 64, 740, 425, 15, 0, 4, 167,40,0,4,1,0,2562233039,120876704,21957036,1963801,662634714,259499,Underworld-B,95880,3800
5844094.14,0.0,0.0,80,0,0,0,3189, 62, 0, 0, 14, 0, 51, 0, 2718, 0, 285, 0, 0, 142, 56, 0, 0, 2, 1,39,0,5,0,0,215618716,0,0,0,48006200,35437,Underworld-B,4819388,287
5748070.27,0.0,0.0,0,0,0,0,1017, 3, 0, 13, 0, 0, 4, 959, 17, 0, 0, 0, 479, 0, 20, 0, 0, 1, 0,0,1,2,0,0,197709111,0,0,0,76963176,574485,Spawn,4688828,108
5658787.38,0.0,0.0,0,0,0,0,2224, 8, 0, 0, 0, 0, 0, 2020, 0, 0, 0, 196, 1108, 98, 0, 0, 0, 0, 0,3,0,5,0,0,641252479,3858131,0,0,511074041,122623,Town,1138088,307
5640155.11,6834187.975,2846075.2,35,0,0,0,8528, 302, 13, 289, 3, 0, 1077, 1091, 3318, 0, 1509, 414, 752, 961, 365, 0, 90, 1, 56,104,0,5,1,0,1453760207,291821672,0,0,430148124,20712,Underworld-A,877508,1697
5610550.98,4548794.0,742122.0,170,0,0,0,1770, 139, 0, 0, 9, 0, 75, 243, 329, 0, 251, 100, 171, 175, 622, 0, 0, 2, 0,0,0,3,0,0,675878402,0,0,0,509076668,27320,Underworld-A,3235508,584
5500290.0,0.0,0.0,89,0,0,0,3170, 366, 0, 0, 12, 0, 320, 81, 773, 0, 1058, 41, 61, 549, 469, 0, 0, 0, 50,12,0,3,0,0,1750569416,0,0,0,1280625290,166941,Underworld-B,5629208,1348
5374676.53,794403.0,375588.0,90,0,0,0,2100, 121, 0, 0, 78, 0, 15, 0, 1301, 0, 525, 12, 6, 268, 48, 0, 0, 0, 0,26,0,2,1,0,393925737,44305772,0,0,79690036,18687,Underworld-A,624908,903
5403251.71,0.0,0.0,125,34,0,0,1051, 72, 0, 0, 0, 0, 74, 0, 515, 0, 317, 38, 19, 177, 32, 0, 0, 0, 3,11,0,0,0,0,352777283,248597573,29678866,91006,38146264,41073,Town,153240,1005
7025018.03,3455056.75,3455056.75,33,3,0,0,12514, 1604, 246, 221, 323, 103, 349, 578, 4032, 788, 1963, 372, 475, 1167, 1038, 380, 262, 124, 131,142,0,5,0,21,8436728592,2379890937,587747308,82822672,7660259923,1967715,Underworld-A,98400,3027
5255128.96,0.0,0.0,169,0,0,0,2846, 120, 159, 0, 0, 0, 289, 0, 1494, 0, 690, 1, 0, 345, 85, 0, 0, 0, 8,13,0,5,0,0,448119145,0,0,0,202918491,11743914,Town,7949708,546
5032892.06,0.0,0.0,68,0,0,0,3083, 249, 0, 0, 3, 0, 442, 153, 1011, 0, 940, 29, 91, 484, 256, 0, 0, 0, 0,20,0,5,1,0,664277288,664277288,124921457,0,400838255,2552538,Underworld-A,448208,898
4840725.16,1170532.0,574752.0,208,0,0,0,2118, 97, 519, 0, 2, 0, 74, 0, 834, 0, 475, 47, 23, 261, 68, 0, 0, 0, 2,10,0,4,0,0,830926661,7632468,1790064,1424279,653344884,1424279,Underworld-B,91140,420
4486622.33,7021687.875,2685078.2,0,0,2,2,677, 54, 0, 0, 0, 0, 44, 175, 0, 0, 404, 0, 87, 202, 0, 0, 0, 0, 0,0,143,4,0,0,3416062505,874349109,203748669,45881467,2949546663,45881467,Spawn,93660,203
4444842.45,497360.0,237360.0,216,0,0,0,1717, 136, 0, 0, 7, 0, 132, 0, 627, 0, 575, 29, 14, 302, 95, 0, 0, 0, 116,10,0,0,0,0,992132954,511770,0,0,810998556,502828,Town,1905848,285
4440849.74,627199.0,0.0,57,0,0,0,3982, 266, 0, 0, 2, 0, 347, 0, 1852, 0, 1117, 93, 46, 605, 5, 0, 0, 1, 299,35,0,0,0,0,2963040985,0,0,0,2601675703,89417,Underworld-B,3901268,1806
4244739.75,0.0,0.0,108,0,0,0,2860, 21, 0, 7, 0, 0, 194, 25, 1353, 0, 1227, 0, 12, 613, 33, 0, 0, 0, 0,38,0,4,0,0,416665658,416665658,0,0,212341911,232167,Underworld-A,1645568,573
4002471.28,0.0,0.0,268,0,0,0,26, 1, 0, 0, 0, 0, 0, 0, 0, 0, 25, 0, 0, 12, 0, 0, 0, 0, 0,7,0,3,1,0,19046222,1294523,0,0,900894,1294523,Spawn,1833968,15
4353271.39,372160.0,0.0,386,48,0,0,573, 88, 0, 0, 0, 0, 0, 146, 339, 0, 0, 0, 73, 0, 0, 0, 0, 0, 0,2,0,1,0,28,415707945,135007469,110184866,27930298,310357650,129745,Town,82740,246
8073788.64,7304012.75,3171118.0,41,24,37,0,5146, 778, 2, 0, 345, 0, 126, 425, 2103, 0, 688, 2, 213, 345, 672, 0, 0, 1, 4,91,0,3,1,14,1000371608,286120577,59085761,36582232,121974367,496930,Underworld-B,109440,2750
3829456.58,488160.0,219200.0,227,0,0,0,1563, 107, 237, 0, 19, 0, 109, 173, 491, 0, 203, 0, 86, 101, 211, 0, 0, 0, 13,25,0,2,0,0,317675637,1166160,0,0,94717494,269971,Spawn,880628,632
3784601.53,1014144.0,339108.0,273,0,0,0,1445, 32, 0, 0, 0, 0, 0, 4, 221, 0, 1050, 106, 55, 578, 32, 0, 0, 0, 0,9,0,4,0,0,119339032,0,0,0,65168822,310309,Spawn,2968688,108
3486190.04,6287136.0,2549839.0,91,0,0,0,4354, 86, 0, 0, 16, 0, 229, 713, 1982, 0, 1026, 140, 426, 583, 66, 0, 0, 3, 93,26,0,4,0,0,1207443978,42912838,0,0,766995119,119753,Underworld-A,1752428,1303
3390001.24,2504744.0,578888.0,117,0,0,0,1761, 68, 0, 11, 25, 0, 44, 66, 514, 0, 499, 5, 35, 252, 485, 0, 0, 1, 43,10,0,0,0,0,869690572,0,0,0,489391201,929489,Underworld-A,3242048,682
2612894.95,1429294.0,136910.0,92,25,0,0,2558, 154, 38, 9, 145, 0, 145, 158, 797, 0, 775, 146, 152, 460, 162, 0, 0, 3, 26,14,0,3,0,24,860592139,550569088,99455496,18512237,475675290,28724,Underworld-A,93300,1177
2994676.0,835908.0,265600.0,0,0,0,0,9, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, 1, 0, 0, 5, 0, 1, 0, 0,0,0,0,0,103,14484517,2739145,1004252,37058,1164900,37058,Spawn,105240,427
2274066.03,872278.0,142517.0,85,16,0,0,2305, 75, 0, 0, 0, 0, 6, 86, 1881, 0, 78, 2, 44, 40, 177, 0, 0, 0, 0,36,0,5,0,7,5797618011,1357873452,314945349,11170038,5628634725,184387,Underworld-A,84420,1100
2929293.03,2218999.0,1095289.0,101,42,0,0,2228, 186, 68, 21, 14, 0, 88, 212, 594, 0, 716, 7, 109, 361, 274, 0, 0, 1, 47,26,0,0,0,14,486038147,278104912,48214667,4285329,36570432,4118233,Underworld-A,90540,830
3089269.15,0.0,0.0,67,22,0,0,2676, 136, 0, 0, 0, 0, 62, 0, 1538, 0, 821, 0, 0, 410, 118, 0, 0, 1, 0,20,0,5,0,20,345595717,334489790,125218310,5313703,115435362,4030583,Spawn,112800,315
2796710.75,1420018.0,0.0,45,0,0,0,7260, 244, 328, 0, 8, 0, 325, 189, 4051, 0, 1474, 348, 268, 911, 209, 0, 0, 1, 83,88,0,3,1,28,5043226102,1769957287,548550870,75729045,4546312872,487126,Underworld-A,119040,2755
2779608.05,1783584.0,671872.0,81,0,0,0,6808, 444, 911, 0, 30, 0, 401, 266, 2553, 0, 1853, 86, 176, 969, 64, 0, 0, 1, 199,24,0,3,0,0,769222997,28333836,34498,0,125997301,34498,Underworld-A,377940,1692
2836611.47,0.0,0.0,215,0,0,0,614, 33, 0, 0, 0, 0, 39, 0, 89, 0, 412, 1, 0, 206, 32, 0, 0, 0, 8,8,0,0,0,7,815545523,815545523,542826759,0,758928623,63625216,Spawn,353520,135
6284637.35,19441528.853,1070821.0,9,51,7,0,13066, 898, 0, 130, 38, 0, 404, 1671, 7747, 200, 1002, 13, 842, 507, 660, 0, 0, 1, 302,143,143,4,1,14,5191944344,277144602,14041736,12585660,3370495351,210927,Underworld-B,98700,4083
2556419.22,11265837.775,2023011.875,43,0,0,0,5026, 270, 0, 0, 1, 0, 402, 554, 2234, 0, 1255, 22, 288, 638, 288, 0, 0, 0, 0,78,0,1,0,0,1702825770,94210,0,0,590778621,94210,Underworld-B,2384888,2535
2691046.0,823250.0,0.0,0,0,0,0,0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,0,0,0,0,0,1783927,0,0,0,0,34849,Spawn,4010528,4
2591861.07,0.0,0.0,202,0,13,0,977, 96, 0, 281, 27, 0, 25, 144, 58, 0, 241, 0, 72, 120, 91, 0, 0, 8, 6,25,0,4,0,0,527908358,2713,0,0,181353674,2713,Town,2118668,474
2543184.95,5108066.375,988114.45,54,0,0,0,3676, 38, 0, 0, 0, 0, 10, 532, 2705, 0, 380, 9, 270, 194, 1, 0, 0, 1, 0,50,0,0,0,0,633965313,0,0,0,97189313,2604217,Spawn,3644228,940
2535263.07,378630.0,378630.0,98,0,0,0,2416, 256, 14, 78, 57, 0, 259, 203, 552, 0, 484, 14, 108, 249, 458, 0, 0, 1, 40,26,0,0,0,0,488164710,129249439,62118,0,171624001,62118,Underworld-B,384180,835
2514043.49,0.0,0.0,109,0,0,0,5116, 447, 156, 0, 39, 0, 692, 70, 1881, 0, 1775, 0, 35, 887, 35, 0, 0, 0, 21,22,0,4,0,0,1720467743,0,0,0,1364789472,9310,Underworld-B,5293928,696
2510830.25,1166549.0,1166549.0,122,0,0,0,516, 6, 0, 0, 0, 0, 21, 0, 292, 0, 159, 0, 0, 79, 0, 0, 0, 1, 37,10,0,0,0,0,53712029,0,0,0,7297833,1191441,Spawn,2938928,45
2449754.6,8329251.0,3083879.0,74,0,0,0,7506, 889, 0, 49, 154, 21, 257, 1199, 1292, 0, 2101, 445, 822, 1273, 794, 85, 0, 8, 212,33,0,4,0,0,1716314315,31946053,0,0,764884545,320657,Underworld-B,762128,1537
2396427.15,1610489.0,704101.0,97,0,0,0,1373, 96, 0, 1, 1, 0, 175, 0, 135, 0, 806, 24, 12, 415, 68, 0, 0, 0, 67,11,0,0,0,0,669056829,121306707,0,0,239980794,492791,Underworld-A,1040528,1130
2389800.7,0.0,0.0,141,0,0,0,1703, 0, 312, 0, 0, 0, 49, 0, 757, 0, 307, 0, 0, 153, 278, 0, 0, 0, 0,9,0,4,0,0,241963586,26972055,0,0,120294462,344880,Underworld-A,1846748,354
2330225.03,0.0,0.0,137,0,0,0,2379, 157, 0, 0, 23, 0, 211, 1, 830, 0, 794, 2, 1, 398, 297, 0, 0, 0, 64,12,0,0,0,0,1154851530,0,0,0,886446536,1596141,Town,6021668,529
2323996.68,0.0,0.0,0,0,0,0,422, 106, 0, 0, 0, 0, 23, 103, 0, 0, 156, 1, 52, 78, 33, 0, 0, 0, 0,0,0,5,0,0,2050451854,0,0,0,1873863504,28074966,Spawn,6074048,146
2248231.77,2542667.0,1318351.0,213,0,0,0,1780, 269, 0, 31, 39, 0, 77, 391, 125, 0, 709, 3, 197, 356, 135, 0, 0, 1, 0,0,0,5,1,0,509475274,0,0,0,383232993,1117012,Spawn,2846648,280
4195312.11,473751.0,93300.0,439,0,0,0,473, 93, 0, 0, 0, 0, 13, 68, 173, 0, 92, 17, 42, 54, 14, 0, 0, 1, 2,3,0,0,0,0,334399413,31088882,11305329,2832217,58240663,925258,Spawn,94200,311
2149837.1,0.0,0.0,159,0,0,0,3298, 385, 0, 0, 0, 0, 215, 189, 194, 0, 2159, 146, 167, 1152, 9, 0, 0, 0, 1,8,0,5,1,0,254572189,422944,422944,0,92216265,127971,Underworld-A,357900,363
2119467.95,0.0,0.0,164,0,0,0,365, 85, 0, 3, 0, 0, 47, 41, 52, 0, 71, 0, 20, 35, 47, 0, 0, 2, 17,8,0,0,0,0,99180162,0,0,0,8204982,112856,Town,4501268,107
2100136.06,1407067.0,188920.0,131,0,0,0,2195, 25, 0, 0, 0, 0, 0, 1165, 419, 0, 81, 357, 761, 219, 148, 0, 0, 0, 0,26,0,5,0,0,323409644,9537946,0,0,54003216,132522,Spawn,1087148,1171
4750103.85,0.0,0.0,60,15,0,0,3179, 32, 0, 0, 0, 0, 59, 439, 2318, 0, 306, 7, 223, 156, 16, 0, 0, 1, 1,63,0,2,1,34,444103949,444103949,115495443,15452282,62841999,80573,Underworld-A,91740,970
2038317.6,0.0,0.0,0,0,65,0,378, 149, 0, 0, 0, 0, 6, 49, 0, 0, 111, 0, 24, 55, 63, 0, 0, 0, 0,0,9,5,0,0,88216364,0,0,0,16431586,167813,Spawn,4077668,86
2035302.96,0.0,0.0,150,0,0,0,1156, 134, 0, 0, 0, 0, 117, 0, 723, 0, 180, 1, 0, 90, 1, 0, 0, 0, 0,9,0,3,0,0,781349746,0,0,0,671453775,121086,Underworld-A,6070328,422
2000208.54,0.0,0.0,144,0,0,0,1053, 86, 0, 0, 0, 0, 19, 0, 625, 0, 323, 0, 0, 161, 0, 0, 0, 0, 0,12,0,4,0,0,447358481,0,0,0,374322693,55568,Underworld-B,2936768,282
1950760.61,476000.0,0.0,495,0,0,0,23, 4, 0, 0, 0, 0, 0, 0, 19, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0,3,0,2,0,0,67191454,30016073,0,0,61567018,30016073,Spawn,1569248,13
1950033.8,0.0,0.0,278,0,0,0,1070, 77, 0, 0, 4, 0, 105, 6, 380, 0, 410, 0, 3, 205, 68, 0, 0, 0, 20,8,0,0,0,0,696256844,34687,34687,0,601928829,34687,Underworld-B,394500,288
